MODEL_NAME,IMG_SIZE,mean_iou_all,mean_iou_crack_only,mean_dice_crack_only,pixel_pr_auc,no_crack_false_positive_rate,no_crack_false_positive_count,ckpt
unet_efficientnetb3_infer256,256,0.373325483788241,0.4284270108470335,0.5774564844627192,0.7217483920837062,0.009174311926605505,2,/kaggle/input/datasets/arman00p/model-1-checkpoints-unet-efficientnet-b3/output/SAVED_MODELS/unet_efficientnetb3_best_ep029_20260219_205815.pt
unet_efficientnetb3_infer448,448,0.4810370389931518,0.5520364123855059,0.6951006611665325,0.7946569847790218,0.03669724770642202,8,/kaggle/input/datasets/arman00p/model-1-checkpoints-unet-efficientnet-b3/output/SAVED_MODELS/unet_efficientnetb3_best_ep029_20260219_205815.pt
