MODEL_NAME,IMG_SIZE,mean_iou_all,mean_iou_crack_only,mean_dice_crack_only,pixel_pr_auc,no_crack_false_positive_rate,no_crack_false_positive_count,ckpt
unetplusplus_efficientnetb3,448,0.5060050349708318,0.5806895966659174,0.7215450659710672,0.8089268202916027,0.027522935779816515,6,unetplusplus_efficientnetb3_best.pt
deeplabv3plus_efficientnetb3,448,0.4991370036310135,0.5728078680802762,0.7139193686917844,0.8026455539452286,0.0045871559633027525,1,deeplabv3plus_effici…t_20260222_102303.pt
unet_efficientnetb3,256,0.373325483788241,0.4284270108470335,0.5774564844627192,0.7152216296357747,0.009174311926605505,2,unet_efficientnetb3_…9_20260219_205815.pt
